"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"141","10","win","Guido Cannetti","UFC Fight Night 140 - Magny vs. PonzinibbioNov / 17 / 2018","Submission (Rear-Naked Choke)Eduardo Herdy",2,"1:31",NA,NA,NA,NA
"142","10","win","Wuliji Buren","UFC 227 - Dillashaw vs. Garbrandt 2Aug / 04 / 2018","KO (Punch to the Body)Frank Trigg",2,"4:53",NA,NA,NA,NA
"143","10","loss","Douglas Silva de Andrade","UFC Fight Night 125 - Machida vs. AndersFeb / 03 / 2018","Decision (Unanimous)Camila Albuquerque",3,"5:00",NA,NA,NA,NA
"144","10","loss","John Lineker","UFC Fight Night 119 - Brunson vs. MachidaOct / 28 / 2017","Decision (Unanimous)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"145","10","win","Brian Kelleher","UFC on Fox 25 - Weidman vs. GastelumJul / 22 / 2017","Submission (Armbar)Keith Peterson",1,"2:18",NA,NA,NA,NA
"146","10","win","Brad Pickett","UFC Fight Night 107 - Manuwa vs. AndersonMar / 18 / 2017","TKO (Head Kick and Punches)Grant Waterman",3,"3:50",NA,NA,NA,NA
"147","10","win","Guangyou Ning","UFC Fight Night 101 - Whittaker vs. BrunsonNov / 26 / 2016","Decision (Unanimous)Steve Perceval",3,"5:00",NA,NA,NA,NA
"148","10","loss","Davey Grant","UFC Fight Night 84 - Silva vs. BispingFeb / 27 / 2016","Decision (Unanimous)Marc Goddard",3,"5:00",NA,NA,NA,NA
"149","10","win","Roman Salazar","UFC Fight Night 73 - Teixeira vs. St. PreuxAug / 08 / 2015","Submission (Triangle Armbar)Josh Ward",2,"2:15",NA,NA,NA,NA
"150","10","loss","Marco Beltran","UFC 180 - Werdum vs. HuntNov / 15 / 2014","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"151","10","win","D'Juan Owens","Inka FC 24 - Inka Fighting Championship 24Oct / 23 / 2013","Submission (Heel Hook)N/A",1,"1:54",NA,NA,NA,NA
"152","10","loss","Bruno Leandro Soares Lobato","Inka FC 23 - Pequeno vs. OwensAug / 24 / 2013","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"153","10","draw","Fabio Bispo","Inka FC 22 - Reiter vs. De LimaJun / 29 / 2013","DrawIvan Iberico",3,"5:00",NA,NA,NA,NA
"154","10","win","Luis Roberto Herrera","FMP 16 - Mexican Fighters Promotions 16May / 25 / 2013","Submission (Rear-Naked Choke)Javier Ovalle",1,"1:50",NA,NA,NA,NA
"155","10","win","Joel Iglesias","300 Sparta - MMAApr / 24 / 2013","KO (Elbows)N/A",1,"4:04",NA,NA,NA,NA
"156","10","win","Javier Umana Munoz","Panama Fight League - Ultimate Combat Challenge 13Jan / 18 / 2013","Submission (Triangle Choke)Milton Rosales",2,"4:44",NA,NA,NA,NA
"157","10","win","Jack Guzman","Samurai FC 7 - Peace and WarFeb / 20 / 2012","Submission (Triangle Choke)N/A",1,"0:00",NA,NA,NA,NA
"158","10","win","Cesar Moreno","EMMA 2 - Extreme FC: ConflictoJun / 18 / 2011","Decision (Unanimous)Galo Iturralde",3,"5:00",NA,NA,NA,NA
"159","11","loss","Cory Sandhagen","UFC Fight Night 135 - Gaethje vs. VickAug / 25 / 2018","TKO (Punches)Brandon Pfannenstiel",2,"1:01",NA,NA,NA,NA
"160","11","win","Joe Soto","UFC Fight Night 125 - Machida vs. AndersFeb / 03 / 2018","TKO (Kick to the Body and Punches)Osiris Maia",1,"1:06",NA,NA,NA,NA
"161","11","loss","Alejandro Perez","UFC Fight Night 123 - Swanson vs. OrtegaDec / 09 / 2017","Decision (Unanimous)Josh Rosenthal",3,"5:00",NA,NA,NA,NA
"162","11","loss","Brian Kelleher","UFC 212 - Aldo vs. HollowayJun / 03 / 2017","Submission (Guillotine Choke)Eduardo Herdy",1,"1:48",NA,NA,NA,NA
"163","11","win","Luke Sanders","UFC 209 - Woodley vs. Thompson 2Mar / 04 / 2017","Submission (Kneebar)Marc Goddard",2,"3:13",NA,NA,NA,NA
"164","11","win","Brad Pickett","UFC 204 - Bisping vs. Henderson 2Oct / 08 / 2016","Submission (Triangle Choke)Marc Goddard",1,"1:59",NA,NA,NA,NA
"165","11","loss","Jimmie Rivera","UFC on Fox 18 - Johnson vs. BaderJan / 30 / 2016","Decision (Unanimous)Liam Kerrigan",3,"5:00",NA,NA,NA,NA
"166","11","win","Leandro Issa","UFC 190 - Rousey vs. CorreiaAug / 01 / 2015","Decision (Unanimous)Osiris Maia",3,"5:00",NA,NA,NA,NA
"167","11","loss","Frankie Saenz","UFC Fight Night 61 - Bigfoot vs. MirFeb / 22 / 2015","Decision (Unanimous)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"168","11","win","Russell Doane","UFC Fight Night 51 - Bigfoot vs. Arlovski 2Sep / 13 / 2014","Decision (Unanimous)Jerin Valel",3,"5:00",NA,NA,NA,NA
"169","11","win","Vaughan Lee","UFC Fight Night 41 - Munoz vs. MousasiMay / 31 / 2014","KO (Punches)Grant Waterman",1,"0:25",NA,NA,NA,NA
"170","11","win","Wilson Reis","UFC Fight Night 36 - Machida vs. MousasiFeb / 15 / 2014","Decision (Split)Osiris Maia",3,"5:00",NA,NA,NA,NA
"171","11","loss","Urijah Faber","UFC Fight Night 26 - Shogun vs. SonnenAug / 17 / 2013","Decision (Unanimous)Yves Lavigne",3,"5:00",NA,NA,NA,NA
"172","11","win","Iliarde Santos","UFC on FX 8 - Belfort vs. RockholdMay / 18 / 2013","KO (Punches)Kevin Mulhall",1,"2:31",NA,NA,NA,NA
"173","11","NC","Pedro Nobre","UFC on FX 7 - Belfort vs. BispingJan / 19 / 2013","NC (Accidental Foul)Dan Miragliotta",1,"2:11",NA,NA,NA,NA
"174","11","loss","Hacran Dias","UFC 147 - Silva vs. Franklin 2Jun / 23 / 2012","Decision (Unanimous)Marc Goddard",3,"5:00",NA,NA,NA,NA
"175","11","win","Michihiro Omigawa","UFC 142 - Aldo vs. MendesJan / 14 / 2012","Decision (Unanimous)Leon Roberts",3,"5:00",NA,NA,NA,NA
"176","11","win","Felipe Arantes","UFC 134 - Silva vs. OkamiAug / 27 / 2011","Decision (Unanimous)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"177","11","win","Ricardo Lamas","WEC 53 - Henderson vs. PettisDec / 16 / 2010","KO (Punches)Ron Nation",1,"3:26",NA,NA,NA,NA
"178","11","win","Manuelo Morales","JF - Jungle Fight 22Sep / 18 / 2010","TKO (Front Kick to the Body)Carlos Barreto",1,"0:16",NA,NA,NA,NA
"179","11","win","Francisco Trinaldo","JF - Jungle Fight 22Sep / 18 / 2010","Submission (Armbar)Carlos Barreto",2,"2:24",NA,NA,NA,NA
"180","11","win","Mario Schembri","AF - Amazon Fight 4Aug / 13 / 2010","Submission (Kimura)Aldo Mondragon",3,"0:28",NA,NA,NA,NA
"181","11","win","Armando Gomes da Silva","JF - Jungle Fight 21Jul / 31 / 2010","TKO (Punches)Carlos Barreto",1,"4:01",NA,NA,NA,NA
"182","11","win","Joao Paulo Rodrigues de Souza","IMC - Iron Man Championship 6Jun / 10 / 2010","Submission (Armbar)N/A",1,"2:11",NA,NA,NA,NA
"183","11","win","Viscardi Andrade","JF - Jungle Fight 19Apr / 17 / 2010","Decision (Split)Carlos Barreto",3,"5:00",NA,NA,NA,NA
"184","11","win","Jackson Pontes","IMC - Iron Man Championship 5Mar / 11 / 2010","Submission (Triangle Armbar)Ricardo Arona",1,"0:42",NA,NA,NA,NA
"185","11","win","Marinho Moreira da Rocha","IMC - Iron Man Championship 4Nov / 20 / 2009","Submission (Triangle Choke)N/A",1,"3:40",NA,NA,NA,NA
"186","11","win","Jamil Silveira da Conceicao","Leal Combat - Grand PrixNov / 05 / 2009","Submission (Triangle Choke)N/A",1,"0:45",NA,NA,NA,NA
"187","11","win","Francisco Silva","Leal Combat - Grand PrixNov / 05 / 2009","TKO (Knee Injury)N/A",1,"2:42",NA,NA,NA,NA
"188","11","loss","Mauricio Reis","MC - Minotauro Combat 1Oct / 03 / 2009","Submission (Kneebar)N/A",1,"0:49",NA,NA,NA,NA
"189","11","win","Alexandre Alcantara","BOF 2 - Belem Open Fight 2Sep / 17 / 2009","TKO (Punches)N/A",1,"0:52",NA,NA,NA,NA
"190","11","win","Rafael Carvalho","IMC - Iron Man Championship 3Sep / 10 / 2009","TKO (Punches)N/A",1,"0:00",NA,NA,NA,NA
"191","11","win","Jimmy Lira Nascimento","Iron Man Championship - ChampionsApr / 19 / 2009","TKO (Punches)N/A",1,"2:40",NA,NA,NA,NA
"192","11","win","Carlos Aldenis","TVT - Tribus de Vale TudoApr / 11 / 2009","TKO (Punches)N/A",2,"3:22",NA,NA,NA,NA
"193","11","win","Furdjel de Windt","Cage Fight Event - Rumble in the JungleDec / 21 / 2008","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"194","11","loss","Henrique Mello","Fury FC - Fury TrialsMay / 31 / 2008","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"195","11","win","Elielson Almeida","MF - Midway vs. DinamiteMay / 15 / 2008","SubmissionN/A",1,"0:00",NA,NA,NA,NA
"196","11","win","Ronie Ronie","DFC 2 - The LightweightsMar / 19 / 2008","Submission (Rear Naked Choke)N/A",1,"0:00",NA,NA,NA,NA
"197","11","loss","Andre Luis Oliveira","Predador FC 4 - KamaeJan / 25 / 2007","TKO (Leg Injury)N/A",1,"0:00",NA,NA,NA,NA
"198","11","win","Rerison Araujo","MF - Midway FightJun / 29 / 2006","Submission (Armbar)N/A",2,"0:00",NA,NA,NA,NA
"199","11","win","Ivanildo Nunes Santos","EF 2 - EcoFight 2May / 06 / 2006","Submission (Armbar)N/A",1,"0:47",NA,NA,NA,NA
"200","11","win","Michel Addario Bastos","EF 2 - EcoFight 2May / 06 / 2006","TKO (Punches)N/A",2,"2:40",NA,NA,NA,NA
"201","11","win","Rafael Addario Bastos","MCVT - Mega Combat Vale TudoOct / 01 / 2005","KON/A",3,"3:20",NA,NA,NA,NA
"202","11","win","Renenson Greugy Costa da Silva","IMVT - Iron Man Vale Tudo 7Jun / 11 / 2005","Submission (Armbar)N/A",1,"0:11",NA,NA,NA,NA
"203","11","win","Jose de Arimateia Mesquita dos Santos","DDG - Desafio de Gigantes 2Mar / 13 / 2004","Submission (Armbar)N/A",1,"2:11",NA,NA,NA,NA
"204","11","win","Erlon Gabriel","SVT - Super Vale Tudo AnanindeuaSep / 12 / 2003","KO (Punches)N/A",1,"3:17",NA,NA,NA,NA
"205","12","loss","Hakeem Dawodu","UFC 244 - Masvidal vs. DiazNov / 02 / 2019","Decision (Split)Todd Anderson",3,"5:00",NA,NA,NA,NA
"206","12","win","Julian Erosa","UFC Fight Night 152 - Dos Anjos vs. LeeMay / 18 / 2019","KO (Head Kick)Keith Peterson",3,"1:49",NA,NA,NA,NA
"207","12","loss","Sheymon Moraes","UFC 230 - Cormier vs. LewisNov / 03 / 2018","Decision (Split)Yves Lavigne",3,"5:00",NA,NA,NA,NA
"208","12","win","Daniel Teymur","UFC Fight Night 131 - Rivera vs. MoraesJun / 01 / 2018","Submission (Rear-Naked Choke)Todd Anderson",3,"2:55",NA,NA,NA,NA
"209","12","win","Dan Ige","UFC 220 - Miocic vs. NgannouJan / 20 / 2018","Decision (Unanimous)Kevin MacDonald",3,"5:00",NA,NA,NA,NA
"210","12","win","Peter Petties","Dana White's Tuesday Night Contender Series - Season 1, Episode 5Aug / 08 / 2017","TKO (Punches)Jason Herzog",2,"2:39",NA,NA,NA,NA
"211","12","win","Tim Dooling","ROC 59 - Ring of Combat 59Jun / 02 / 2017","Decision (Unanimous)Gasper Oliver",3,"5:00",NA,NA,NA,NA
"212","12","win","Frank Buenafuente","ROC 58 - Ring of Combat 58Feb / 24 / 2017","Submission (Rear-Naked Choke)N/A",2,"N/A",NA,NA,NA,NA
"213","12","win","Frank Buenafuente","ROC 57 - Ring of Combat 57Nov / 18 / 2016","DecisionN/A",3,"5:00",NA,NA,NA,NA
