"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"11678","520","loss","Abel Cullum","KOTC - GoodfellasDec / 06 / 2008","Submission (Rear-Naked Choke)N/A",1,"1:47",NA,NA,NA,NA
"11679","520","loss","Nick Honstein","KC 56 - ChampionsNov / 01 / 2008","Submission (Kneebar)N/A",1,"3:51",NA,NA,NA,NA
"11680","520","win","Nick Buschman","WC 4 - Warriors Collide 4Jul / 19 / 2008","Submission (Guillotine Choke)N/A",1,"2:21",NA,NA,NA,NA
"11681","520","loss","Noah Thomas","ROF 32 - RespectJun / 13 / 2008","Submission (Rear-Naked Choke)Tim Mills",2,"2:03",NA,NA,NA,NA
"11682","520","loss","Tyler Toner","Battlequest 7 - ResurrectionFeb / 22 / 2008","Submission (Triangle Choke)Jerome Locke",1,"0:55",NA,NA,NA,NA
"11683","520","win","Jacob Hey","TOS - Tap or Snap 29Nov / 03 / 2007","Submission (Guillotine Choke)Tim Mills",1,"2:30",NA,NA,NA,NA
"11684","520","win","Jonathan Nunnery","TOS - Tap or SnapJul / 14 / 2007","SubmissionCurtis Thrasher",1,"3:34",NA,NA,NA,NA
"11685","520","win","John Sargent","RMBB - Young GunzMay / 19 / 2007","Submission (Rear-Naked Choke)Curtis Thrasher",1,"1:24",NA,NA,NA,NA
"11686","520","win","Josh Buck","UCE  - Round 25 - Episode 8 ""Day 1"" Feb / 23 / 2007","Submission (Choke)N/A",1,"0:50",NA,NA,NA,NA
"11687","520","win","Justin  Erickson","UCE  - Round 25 - Episode 7Feb / 17 / 2007","TKO (Strikes)N/A",1,"1:50",NA,NA,NA,NA
"11688","520","loss","Jared  Garn","UCE  - Round 25 - Episode 3Jan / 20 / 2007","Submission (Rear Naked Choke)N/A",2,"1:57",NA,NA,NA,NA
"11689","520","win","Dustin  Gordan","UCE  - Round 25 - Episode 2 ""Day 2"" Jan / 13 / 2007","Submission (Rear Naked Choke)N/A",1,"1:10",NA,NA,NA,NA
"11690","521","loss","Chinzo Machida","RFA 11 - Manzanares vs. MakovskyNov / 22 / 2013","KO (Flying Knee)Eric Heinz",1,"4:53",NA,NA,NA,NA
"11691","521","win","Alfredo Corona","RMBB / TB - A Champion's QuestJun / 22 / 2012","KO (Slam)Don Thais",1,"3:21",NA,NA,NA,NA
"11692","521","win","Nick Buschman","RMBB / TB - Domination of WarriorsMar / 02 / 2012","Submission (Kimura)Curtis Thrasher",2,"3:57",NA,NA,NA,NA
"11693","521","win","Vellore Caballero","FTW - Paramount Prize Fighting 2012Jan / 27 / 2012","Submission (Rear-Naked Choke)Don Thais",2,"1:56",NA,NA,NA,NA
"11694","521","loss","Jarred Mercado","ROF 41 - Bragging RightsAug / 20 / 2011","Decision (Split)Tim Mills",3,"5:00",NA,NA,NA,NA
"11695","521","win","Ruben Vera","Prime MMA Championships - UprisingSep / 19 / 2009","SubmissionCurtis Thrasher",1,"1:05",NA,NA,NA,NA
"11696","521","loss","Jesse Henley","ROF 35 - Summer BrawlAug / 01 / 2009","Submission (Kimura)Tim Mills",1,"2:33",NA,NA,NA,NA
"11697","521","loss","Joe Kelso","ROF 33 - AdrenalineJan / 10 / 2009","TKO (Punches)Tim Mills",2,"3:07",NA,NA,NA,NA
"11698","522","loss","Joe Kelso","NMEF - Annihilation 10Sep / 06 / 2008","TKO (Punches)Curtis Thrasher",1,"2:20",NA,NA,NA,NA
"11699","523","NC","Kevin Croom","UFC Fight Night 177 - Waterson vs. HillSep / 12 / 2020","No Contest (Overturned by NSAC)Chris Tognoni",1,"0:31",NA,NA,NA,NA
"11700","523","loss","Jim Miller","UFC on ESPN 11 - Blaydes vs. VolkovJun / 20 / 2020","Submission (Armbar)Herb Dean",1,"2:25",NA,NA,NA,NA
"11701","523","win","Brok Weaver","UFC on ESPN 9 - Woodley vs. BurnsMay / 30 / 2020","Submission (Rear-Naked Choke)Herb Dean",2,"3:26",NA,NA,NA,NA
"11702","523","win","Alexander Yakovlev","UFC Fight Night 163 - Magomedsharipov vs. KattarNov / 09 / 2019","Decision (Unanimous)Leon Roberts",3,"5:00",NA,NA,NA,NA
"11703","523","loss","Vinc Pichel","UFC on ESPN 3 - Ngannou vs. Dos SantosJun / 29 / 2019","Decision (Unanimous)Travis Metteer",3,"5:00",NA,NA,NA,NA
"11704","523","win","Thomas Gifford","UFC Fight Night 150 - Jacare vs. HermanssonApr / 27 / 2019","Decision (Unanimous)Keith Peterson",3,"5:00",NA,NA,NA,NA
"11705","523","win","Darrell Horcher","UFC - The Ultimate Fighter 28 FinaleNov / 30 / 2018","Submission (Guillotine Choke)Yves Lavigne",1,"4:50",NA,NA,NA,NA
"11706","523","win","Garrett Gross","Dana White's Tuesday Night Contender Series - Season 2, Episode 7Jul / 31 / 2018","Submission (Rear-Naked Choke)Jason Herzog",2,"2:13",NA,NA,NA,NA
"11707","523","win","Tommy Aaron","Bellator 192 - Jackson vs. SonnenJan / 20 / 2018","TKO (Punches)Mike Beltran",1,"N/A",NA,NA,NA,NA
"11708","523","win","Shohei Yamamoto","CXF 9 - Cali Kings: The SemisAug / 19 / 2017","TKO (Punches)Mike Beltran",2,"2:05",NA,NA,NA,NA
"11709","523","win","Dominic Clark","CXF 8 - Cali KingsJun / 17 / 2017","Submission (Guillotine Choke)Frank Trigg",1,"1:47",NA,NA,NA,NA
"11710","523","win","Andrew Kauppila","KOTC - GroundbreakingMay / 06 / 2017","TKO (Punches)Mike Beltran",1,"0:23",NA,NA,NA,NA
"11711","523","win","Michael Thomas","CFL - California Fight League 9Oct / 22 / 2016","Submission (Guillotine Choke)Mike Beltran",1,"2:58",NA,NA,NA,NA
"11712","524","loss","Kevin Croom","FAC 3 - Fighting Alliance ChampionshipAug / 14 / 2020","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"11713","524","loss","Michael Barnett","Square Ring Promotions - Island Fights 50Sep / 29 / 2018","Decision (Split)Larry Downs",3,"5:00",NA,NA,NA,NA
"11714","524","win","Jeremias Fernandez","Square Ring Promotions - Island Fights 48Jun / 02 / 2018","Decision (Unanimous)Larry Downs Jr.",3,"5:00",NA,NA,NA,NA
"11715","524","win","Bruce Lutchmedial","Titan FC 43 - Torres vs. NobreJan / 21 / 2017","Submission (Rear-Naked Choke)Jorge Alonso",2,"2:11",NA,NA,NA,NA
"11716","524","win","Pedro Gomes","House of Fame 3 - Riverside BeatdownJul / 10 / 2015","Decision (Split)Josh Rutgers",3,"5:00",NA,NA,NA,NA
"11717","524","loss","Danny Chavez","House of Fame 2 - Nations Collide: USA vs. CubaMar / 13 / 2015","Decision (Split)Jorge Alonso",3,"5:00",NA,NA,NA,NA
"11718","524","win","Troy Gerhart","WSOF 15 - Branch vs. OkamiNov / 15 / 2014","Decision (Unanimous)Andrew Glenn",3,"5:00",NA,NA,NA,NA
"11719","524","win","Jayson Jones","House of Fame - A New DawnSep / 06 / 2014","Decision (Unanimous)Andrew Glenn",3,"5:00",NA,NA,NA,NA
"11720","524","win","Gevan Ramkissoon","CUFF 7 - Caribbean Ultimate Fist Fighting 7May / 31 / 2014","TKO (Punches)Johnny Bedford",2,"3:08",NA,NA,NA,NA
"11721","524","win","Caleb Williams","Maxx FC 23 - Rumble in ParadiseFeb / 01 / 2014","Decision (Split)Josh Rutgers",3,"5:00",NA,NA,NA,NA
"11722","525","loss","Kevin Croom","Bellator 239 - Ruth vs. AmosovFeb / 21 / 2020","Decision (Split)Kerry Hatley",3,"5:00",NA,NA,NA,NA
"11723","525","loss","Cris Lencioni","Bellator 221 - Chandler vs. PitbullMay / 11 / 2019","Submission (Triangle Choke)Rob Madrigal",1,"4:55",NA,NA,NA,NA
"11724","525","win","Daniel Carey","Bellator 210 - Njokuani vs. SalterNov / 30 / 2018","TKO (Head Kick and Punches)Jason Herzog",2,"0:43",NA,NA,NA,NA
"11725","525","win","Corey Jackson","Bellator 198 - Fedor vs. MirApr / 28 / 2018","Decision (Unanimous)Kevin MacDonald",3,"5:00",NA,NA,NA,NA
"11726","525","NC","Steven Merrill","EFL - Elite Fight LeagueJan / 20 / 2018","NC (Knee to Head of Grounded Fighter)N/A",1,"1:30",NA,NA,NA,NA
"11727","525","win","Trenton Wilkins","PC MMA - Pinnacle Combat 26Oct / 14 / 2017","TKO (Punches)Justin Brown",1,"2:24",NA,NA,NA,NA
"11728","525","win","David Hartline","PC MMA - Pinnacle Combat 24Nov / 04 / 2016","TKO (Punches)Bruce Allen",1,"1:20",NA,NA,NA,NA
"11729","525","win","Tyeray Knuckles","XFO 58 - Xtreme Fighting Organization 58May / 20 / 2016","KO (Head Kick and Punches)Otto Torreiro",1,"0:26",NA,NA,NA,NA
"11730","525","loss","Damian Norris","HFC 25 - Hoosier Fight Club 25Sep / 25 / 2015","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11731","526","loss","Mikuru Asakura","Rizin FF - Rizin 20Dec / 31 / 2019","Decision (Unanimous)Minoru Toyonaga",3,"5:00",NA,NA,NA,NA
"11732","526","win","Ashleigh Grimshaw","Bellator 226 - Bader vs. KongoSep / 07 / 2019","TKO (Doctor Stoppage)Frank Trigg",2,"5:00",NA,NA,NA,NA
"11733","526","win","Kevin Croom","Bellator 218 - Sanchez vs. KarakhanyanMar / 22 / 2019","Decision (Unanimous)Jerin Valel",3,"5:00",NA,NA,NA,NA
"11734","526","loss","A.J. McKee","Bellator 205 - McKee vs. MacapaSep / 21 / 2018","KO (Punch)Mike Beltran",1,"1:09",NA,NA,NA,NA
"11735","526","loss","Pat Curran","Bellator 184 - Dantas vs. CaldwellOct / 06 / 2017","Decision (Unanimous)Jerin Valel",3,"5:00",NA,NA,NA,NA
"11736","526","loss","Daniel Weichel","Bellator 177 - Dantas vs. HigoApr / 14 / 2017","Decision (Split)Todd Anderson",3,"5:00",NA,NA,NA,NA
"11737","526","win","Justin Lawrence","Bellator 167 - Taimanglo vs. Caldwell 2Dec / 03 / 2016","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"11738","526","win","Milson Castro","EFC 17 - Eco Fight Championship 17Dec / 05 / 2015","Decision (Unanimous)Jose Willian Lima da Silva",3,"5:00",NA,NA,NA,NA
"11739","526","win","Gleristone Santos","Bellator 143 - Warren vs. DavisSep / 25 / 2015","Decision (Split)John McCarthy",3,"5:00",NA,NA,NA,NA
"11740","526","win","Fabricio de Assis Costa da Silva","Bellator 136 - Brooks vs. JansenApr / 10 / 2015","Decision (Split)Milan Ayers",3,"5:00",NA,NA,NA,NA
"11741","526","win","Scott Cleve","Bellator MMA - Bellator 128Oct / 10 / 2014","Decision (Split)Kerry Hatley",3,"5:00",NA,NA,NA,NA
"11742","526","win","Oberdan Vieira Tenorio","IMVT - Iron Man Vale Tudo 27Mar / 15 / 2014","Submission (Rear-Naked Choke)N/A",3,"3:20",NA,NA,NA,NA
"11743","526","draw","Rivaldo Junior","Shooto Brazil - Shooto Brazil 40Jun / 23 / 2013","Draw (Split)Marlon Sandro",3,"5:00",NA,NA,NA,NA
"11744","526","win","Lucas Caio","Shooto Brazil - Shooto Brazil 38Apr / 19 / 2013","TKO (Doctor Stoppage)N/A",1,"2:58",NA,NA,NA,NA
"11745","526","win","Francisco Cylderlan Lima da Silva","MMA Rocks - MMA RocksDec / 08 / 2012","KO (Punch)Mario Yamasaki",1,"0:32",NA,NA,NA,NA
"11746","526","win","Rafael Macedo","Shooto Brazil - Shooto Brazil 35Oct / 20 / 2012","TKO (Doctor Stoppage)N/A",1,"5:00",NA,NA,NA,NA
"11747","526","loss","Hugo Viana","UFC 147 - Silva vs. Franklin 2Jun / 23 / 2012","Decision (Split)Marc Goddard",3,"5:00",NA,NA,NA,NA
"11748","526","win","Paulo Dinis","AF - Amazon Fight 10Dec / 07 / 2011","Technical Submission (Arm-Triangle Choke)N/A",2,"2:10",NA,NA,NA,NA
"11749","526","win","Jamil Silveira da Conceicao","GF - Golden Fight 2Oct / 08 / 2011","Submission (Guillotine Choke)N/A",1,"0:00",NA,NA,NA,NA
"11750","526","win","Guilherme Matos Rodrigues","AF - Amazon Fight 9Sep / 15 / 2011","KO (Punch)Joao Paulo",3,"4:01",NA,NA,NA,NA
"11751","526","win","Rafael Carvalho","IMVT - Iron Man Vale Tudo 20Sep / 04 / 2010","Submission (Rear-Naked Choke)N/A",3,"3:47",NA,NA,NA,NA
"11752","526","win","Michel Addario Bastos","Iron Man Championship - ChampionsApr / 19 / 2009","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11753","526","win","Francisco Diniz Carvalho Jr.","HSF - Hiro Super Fight 13Mar / 13 / 2009","Submission (Kimura)N/A",1,"2:10",NA,NA,NA,NA
"11754","526","win","Jimmy Lira Nascimento","GF - Gladiador FightJan / 31 / 2009","Submission (Kimura)N/A",1,"2:07",NA,NA,NA,NA
"11755","526","win","Willian Cabocao","SPF - Super Pitbull FightDec / 04 / 2008","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11756","526","draw","Rodrigo Goiana de Lima","AFC - Arena Fighting ChampionshipSep / 27 / 2008","DrawN/A",3,"5:00",NA,NA,NA,NA
"11757","526","win","Alisson Deivid Rodrigues","MMA - Evolution 1Jul / 05 / 2008","Submission (Armbar)N/A",3,"3:27",NA,NA,NA,NA
"11758","526","win","Marcio Alex dos Santos Vales","WCC - W-Combat 2Sep / 15 / 2007","Submission (Armbar)N/A",1,"2:03",NA,NA,NA,NA
"11759","526","win","Alex Pantoja dos Santos","WCC - W-Combat 2Sep / 15 / 2007","Submission (Armbar)N/A",1,"1:59",NA,NA,NA,NA
"11760","526","win","Marcio Alex dos Santos Vales","DFC - Dragon Fight ChampionshipSep / 12 / 2007","Submission (Armbar)N/A",3,"1:24",NA,NA,NA,NA
"11761","527","win","Guilherme Santos","LFA 97 - Browne vs. EstrazulasJan / 15 / 2021","TKO (Punches)Nick Berens",1,"4:25",NA,NA,NA,NA
"11762","527","loss","Bruno Assis de Souza Filho","LFA 84 - Gonzales vs. ChildersJul / 10 / 2020","Decision (Split)Bobby Wombacher",3,"5:00",NA,NA,NA,NA
"11763","527","loss","Billy Quarantillo","Dana White's Contender Series - Season 3, Episode 5Jul / 23 / 2019","TKO (Punches)Herb Dean",3,"0:22",NA,NA,NA,NA
"11764","527","win","Kevin Croom","LFA 53 - Royval vs. KenneyNov / 09 / 2018","Submission (Triangle Choke)Raul Porrata",1,"3:54",NA,NA,NA,NA
"11765","527","win","Boimah Karmo","LFA 44 - Frincu vs. AguileraJun / 29 / 2018","Submission (Rear-Naked Choke)N/A",1,"2:13",NA,NA,NA,NA
"11766","527","win","Brandon Trujillo","Iron Boy Promotions - Iron Boy MMA 4Dec / 17 / 2016","TKO (Punches)N/A",1,"3:24",NA,NA,NA,NA
"11767","527","loss","Anthony Baccam","VFC  - Victory Fighting Championship 48Feb / 19 / 2016","Decision (Majority)Rob Hinds",3,"5:00",NA,NA,NA,NA
"11768","527","win","Jeff Fletcher","WFF - World Fighting Federation 25Nov / 07 / 2015","TKO (Punches)N/A",2,"0:42",NA,NA,NA,NA
"11769","527","win","Collin Dunkley","RITC  - Rage in the Cage 180Oct / 24 / 2015","Submission (Rear-Naked Choke)N/A",1,"0:25",NA,NA,NA,NA
"11770","527","win","Edgar Escarrega","BFC 1 - Baja Fighters ChampionshipJul / 19 / 2015","TKO (Knees)Marc De La Cruz",1,"3:17",NA,NA,NA,NA
"11771","527","loss","Kyle Reyes","WFF - World Fighting Federation 19Feb / 21 / 2015","Decision (Split)Al Guinee",3,"5:00",NA,NA,NA,NA
"11772","527","win","Evan DeLong","Mosley Showdown / Swarm Entertainment - Super Brawl 1Jan / 30 / 2015","Submission (Guillotine Choke)N/A",1,"1:16",NA,NA,NA,NA
"11773","527","win","Cody Huard","WFF - World Fighting Federation 13Mar / 29 / 2014","Submission (Triangle Choke)N/A",1,"2:29",NA,NA,NA,NA
"11774","527","win","Jose Carbajal","RITC  - Rage In The Cage 170Feb / 01 / 2014","Submission (Triangle Choke)N/A",1,"1:05",NA,NA,NA,NA
"11775","528",NA,NA,"UFC Fight Night 185
                                        
                                        
                                            
                                                February 20, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Darrick Minner
                                                    25 - 11 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Charles Rosa
                                                    13 - 4 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA,NA,NA,"UFC Fight Night 185
                                        
                                        
                                            
                                                February 20, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Darrick Minner
                                                    25 - 11 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Charles Rosa
                                                    13 - 4 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","UFC Fight Night 185
                                        
                                        
                                            
                                                February 20, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Darrick Minner
                                                    25 - 11 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Charles Rosa
                                                    13 - 4 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","UFC Fight Night 185
                                        
                                        
                                            
                                                February 20, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Darrick Minner
                                                    25 - 11 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Charles Rosa
                                                    13 - 4 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA
"11776","529","loss","Rafael     Barbosa","LFA 68 - Jennerman vs. BarbosaMay / 31 / 2019","TKO (Elbow and Punches)Vance Swerdan",1,"3:18",NA,NA,NA,NA
"11777","529","win","Ken Beverly","LFA 61 - Allen vs. MurriettaFeb / 22 / 2019","Decision (Majority)Vance Swerdan",3,"5:00",NA,NA,NA,NA
"11778","529","loss","Damon Jackson","LFA 47 - Jackson vs. JennermanAug / 10 / 2018","KO (Punch)Aaron Menard",2,"0:33",NA,NA,NA,NA
"11779","529","win","Kevin Croom","LFA 41 - Moises vs. PetersonJun / 01 / 2018","Technical Submission (Guillotine Choke)Travis Metteer",1,"0:48",NA,NA,NA,NA
"11780","529","win","John DeVall","LFA 34 - Watley vs. JenkinsMar / 02 / 2018","Submission (Triangle Choke)Travis Metteer",3,"3:09",NA,NA,NA,NA
"11781","529","win","Sam Toomer","LFA 29 - Camus vs. SimonDec / 15 / 2017","Submission (Arm-Triangle Choke)Joe Fipp",2,"2:41",NA,NA,NA,NA
"11782","529","loss","Bobby Moffett","LFA 20 - Curry vs. BarnesAug / 25 / 2017","Decision (Unanimous)Merrick Morlan",3,"5:00",NA,NA,NA,NA
"11783","529","win","Damien Hill","LFA 12 - Krantz vs. NeumannMay / 19 / 2017","Submission (Guillotine Choke)Joe Fipp",1,"4:50",NA,NA,NA,NA
"11784","529","win","Shawn West","Caged Aggression 19 - Clash of Champions: Night 2Mar / 25 / 2017","Submission (Guillotine Choke)N/A",2,"2:17",NA,NA,NA,NA
"11785","529","win","Clint Anderson","Caged Aggression 17 - Rise of Champions Part 2Apr / 02 / 2016","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"11786","529","win","Jeremy Czarnecki","NAFC - Super Brawl 3Jan / 30 / 2016","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11787","529","loss","Alex Gilpin","NAFC - BattledomeSep / 12 / 2015","Decision (Unanimous)Al Wichgers",3,"5:00",NA,NA,NA,NA
"11788","529","win","Adam Ward","United Combat League - Havoc in Hammond 2Mar / 27 / 2015","Submission (Rear-Naked Choke)Rob Madrigal",3,"0:58",NA,NA,NA,NA
"11789","529","win","Yancy Cuellar","MF - Max Fights 20Jan / 31 / 2015","Submission (Guillotine Choke)David Wald",1,"2:07",NA,NA,NA,NA
"11790","529","win","Tye Ferguson","Driller Promotions / SEG - Caged Chaos at Canterbury Park 6Dec / 20 / 2014","Submission (Guillotine Choke)N/A",1,"1:24",NA,NA,NA,NA
"11791","529","win","Marco Andrade","NAFC - UprisingSep / 20 / 2014","Submission (Rear-Naked Choke)N/A",2,"1:46",NA,NA,NA,NA
"11792","529","win","Justin Echols","NAFC - Summer SlamJul / 26 / 2014","TKO (Punches)Al Wichgers",1,"0:52",NA,NA,NA,NA
"11793","529","loss","Dwight Anderson","NAFC - UnrivaledDec / 07 / 2013","Decision (Majority)N/A",3,"5:00",NA,NA,NA,NA
"11794","530","win","Tim Cho","HFC 42 - Hoosier Fight Club 42Feb / 07 / 2020","Submission (Brabo Choke)Rob Hinds",1,"1:20",NA,NA,NA,NA
"11795","530","win","Khuukhenkhuu Amartuvshin","HFC 41 - Hoosier Fight Club 41Nov / 23 / 2019","Submission (Armbar)N/A",1,"3:59",NA,NA,NA,NA
"11796","530","loss","T.J. Brown","PF - Pyramid Fights 11Apr / 13 / 2019","Submission (Arm-Triangle Choke)N/A",1,"4:50",NA,NA,NA,NA
"11797","530","win","Josh Pfeifer","Universal Combat League - The Battle for All Hallows EveOct / 27 / 2018","Submission (Triangle Choke)N/A",1,"4:20",NA,NA,NA,NA
"11798","530","loss","Kevin Croom","Cageside Promotions / KCFA - Kansas City Fighting Alliance 27Feb / 17 / 2018","Submission (Rear-Naked Choke)Mike England",3,"1:16",NA,NA,NA,NA
"11799","530","loss","Dakota Bush","GFS - Gateway Fighting Series 8: DestinyMar / 03 / 2017","Decision (Unanimous)Marc Wasem",3,"5:00",NA,NA,NA,NA
"11800","530","loss","Trey Ogden","TBC - Ultimate Blue Corner BattlesJun / 03 / 2016","Decision (Split)Kevin Nix",3,"5:00",NA,NA,NA,NA
"11801","530","loss","Bryce Logan","RFA 37 - Viana vs. ClarkApr / 15 / 2016","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11802","530","win","Malcolm Smith","Shamrock FC - ShowdownMar / 21 / 2015","Decision (Split)John Duever",3,"5:00",NA,NA,NA,NA
"11803","530","win","Demagio Smith","Shamrock FC - UnstoppableDec / 06 / 2014","KO (Punch)John Duever",1,"0:09",NA,NA,NA,NA
"11804","530","win","Matt Williams","CCCW - The UndertakingSep / 13 / 2014","TKO (Punches)Josh Stewart",2,"2:14",NA,NA,NA,NA
"11805","530","loss","Andrew Tyson","BFC 21 - Blackout Fighting Championship 21Mar / 22 / 2014","Decision (Unanimous)Mike England",3,"5:00",NA,NA,NA,NA
"11806","531","loss","Jeremy Kennedy","Bellator 253 - Caldwell vs. McKeeNov / 19 / 2020","Decision (Unanimous)Todd Anderson",3,"5:00",NA,NA,NA,NA
"11807","531","win","Charles Cheeks III","CES MMA 60 - Bessette vs. CheeksJan / 24 / 2020","KO (Punch)John English",3,"4:01",NA,NA,NA,NA
"11808","531","win","Tim Dooling","CES MMA 55 - Wells vs. De JesusMar / 29 / 2019","Decision (Unanimous)Bryan Miner",3,"5:00",NA,NA,NA,NA
"11809","531","loss","Steven Peterson","UFC - The Ultimate Fighter 27 FinaleJul / 06 / 2018","Decision (Split)Mark Smith",3,"5:00",NA,NA,NA,NA
"11810","531","loss","Enrique Barzola","UFC 220 - Miocic vs. NgannouJan / 20 / 2018","Decision (Unanimous)Steve Rita",3,"5:00",NA,NA,NA,NA
"11811","531","NC","Kurt Holobaugh","Dana White's Tuesday Night Contender Series - Season 1, Episode 1Jul / 11 / 2017","No Contest (Overturned by NSAC)John McCarthy",1,"2:59",NA,NA,NA,NA
"11812","531","win","Rey Trujillo","CES MMA 44 - Bessette vs. TrujilloMay / 12 / 2017","TKO (Doctor Stoppage)Kevin MacDonald",2,"5:00",NA,NA,NA,NA
"11813","531","win","Kevin Croom","CES MMA 41 - Bessette vs. CroomJan / 27 / 2017","TKO (Punches and Kicks)Kevin MacDonald",3,"0:32",NA,NA,NA,NA
"11814","531","win","Joe Pingitore","CES MMA 37 - Summer GoldAug / 12 / 2016","Submission (Heel Hook)Dan Miragliotta",2,"4:38",NA,NA,NA,NA
"11815","531","win","Ran Weathers","CES MMA 36 - Andrews vs. MuroJun / 10 / 2016","Submission (Guillotine Choke)Dan Miragliotta",1,"4:50",NA,NA,NA,NA
"11816","531","win","Keith Richardson","Bellator 153 - Koreshkov vs. HendersonApr / 22 / 2016","TKO (Doctor Stoppage)John McCarthy",2,"3:14",NA,NA,NA,NA
"11817","531","win","Taurean Bogguess","CES MMA 33 - Soukhamthath vs. NordbyMar / 11 / 2016","Submission (Triangle Choke)Kevin MacDonald",1,"2:41",NA,NA,NA,NA
"11818","531","win","Kevin Roddy","Bellator 144 - Halsey vs. CarvalhoOct / 23 / 2015","Submission (Heel Hook)Kevin MacDonald",1,"3:47",NA,NA,NA,NA
"11819","531","loss","Lenny Wheeler","Classic Entertainment and Sports - CES MMA 30Aug / 14 / 2015","KO (Punches)Dan Miragliotta",1,"0:39",NA,NA,NA,NA
"11820","531","win","Khama Worthy","Classic Entertainment and Sports - CES MMA 29Jun / 12 / 2015","KO (Punch)John English",2,"2:42",NA,NA,NA,NA
"11821","531","win","Josh LaBerge","Bellator 134 - British InvasionFeb / 27 / 2015","TKO (Doctor Stoppage)Bryan Miner",2,"5:00",NA,NA,NA,NA
"11822","531","loss","Scott Cleve","Bellator MMA - Bellator 123Sep / 05 / 2014","Decision (Unanimous)Jason Herzog",3,"5:00",NA,NA,NA,NA
"11823","531","loss","Daniel Weichel","Bellator MMA - Bellator 114Mar / 28 / 2014","Decision (Unanimous)Jason Herzog",3,"5:00",NA,NA,NA,NA
"11824","531","win","Diego Nunes","Bellator MMA - Bellator 110Feb / 28 / 2014","Decision (Split)Kevin MacDonald",3,"5:00",NA,NA,NA,NA
"11825","531","win","Nick Piedmont","Bellator MMA - Bellator 98Sep / 07 / 2013","KO (Punches)Kevin MacDonald",1,"1:41",NA,NA,NA,NA
"11826","531","win","Jeff Anderson","Reality Fighting - New Year's BashJan / 05 / 2013","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11827","531","win","Paul Barrow","BFC - Bellator Fighting Championships 81Nov / 16 / 2012","Decision (Unanimous)Kevin MacDonald",3,"5:00",NA,NA,NA,NA
"11828","531","win","Aniss Alhajjajy","Reality Fighting - Naples vs. LeeSep / 22 / 2012","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"11829","531","loss","Andres Jeudi","Reality Fighting - Mohegan SunJun / 02 / 2012","DQ (Illegal Upkick)N/A",3,"4:43",NA,NA,NA,NA
"11830","531","win","Saul Almeida","BFC - Bellator Fighting Championships 63Mar / 30 / 2012","Decision (Unanimous)Todd Anderson",3,"5:00",NA,NA,NA,NA
"11831","531","loss","Joe Proctor","Reality Fighting - Gonzaga vs. PorterOct / 08 / 2011","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"11832","531","win","John Benoit","GFL 10 - Benoit vs. BessetteApr / 15 / 2011","Submission (Guillotine Choke)Kevin MacDonald",2,"4:59",NA,NA,NA,NA
"11833","531","win","Anthony Kaponis","Reality Fighting - EruptionOct / 09 / 2010","Decision (Split)N/A",5,"5:00",NA,NA,NA,NA
"11834","531","win","Andrew Amaral","Reality Fighting - IgnitionJul / 17 / 2010","Submission (Guillotine Choke)Kirik Jenness",2,"3:30",NA,NA,NA,NA
"11835","531","win","Andrew Carron","Reality Fighting - FerocityNov / 07 / 2009","Decision (Unanimous)N/A",3,"4:00",NA,NA,NA,NA
"11836","531","loss","Chris Chappell","FFP - Untamed 26Feb / 28 / 2009","Submission (Guillotine Choke)N/A",3,"2:13",NA,NA,NA,NA
