"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"6468","260","win","Dmitriy Parubchenko","ACA 101 - WarsawNov / 15 / 2019","TKO (Punches)Marco Broersen",1,"4:21",NA,NA,NA,NA
"6469","260","loss","Arman Ospanov","ACA 95 - MoscowApr / 27 / 2019","KO Herb Dean",2,"0:10",NA,NA,NA,NA
"6470","260","loss","Mukhamed Kokov","ACB 89 - Abdul-Aziz vs. BagovSep / 08 / 2018","Decision (Unanimous)Lukasz Bosacki",3,"5:00",NA,NA,NA,NA
"6471","260","win","Luis Palomino","ACB 84 - Agujev vs. BurrellApr / 07 / 2018","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"6472","260","win","Felipe Cruz","ACB 74 - Agujev vs. TownsendNov / 18 / 2017","KO (Knee and Punches)John McCarthy",1,"1:34",NA,NA,NA,NA
"6473","260","win","Fabiano Silva da Conceicao","Superior FC 17 - Superior Fighting Championship 17May / 20 / 2017","Decision (Unanimous)Marco Broersen",3,"5:00",NA,NA,NA,NA
"6474","260","win","Saba Bolaghi","GMC 9 - German MMA Championship 9Nov / 19 / 2016","Decision (Unanimous)Marco Broersen",5,"5:00",NA,NA,NA,NA
"6475","260","win","Hyram Rodriguez","Fair FC 5 - Fair Fighting Championship 5May / 28 / 2016","Decision (Unanimous)Danial Sharifi",3,"5:00",NA,NA,NA,NA
"6476","260","NC","Chabane Chaibeddra","Fair FC 4 - Fair Fighting Championship 4Nov / 28 / 2015","No ContestAngelo Dijoor",3,"2:00",NA,NA,NA,NA
"6477","260","win","Marc Bockenheimer","Fair FC 3 - Fair Fighting Championship 3Mar / 28 / 2015","Decision (Unanimous)Volker Dietz",3,"5:00",NA,NA,NA,NA
"6478","260","win","Shaun Waltmans","Sparta X - Judgement Night 3Jan / 25 / 2015","TKO (Punches)Volker Dietz",1,"3:52",NA,NA,NA,NA
"6479","260","win","Attila Korkmaz","GMC 5 - German MMA Championship 5Sep / 13 / 2014","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6480","260","win","Peter Mettler","MFN - Mix Fight Night 5Jun / 28 / 2014","TKO (Punches)Jan Vobornik",1,"4:42",NA,NA,NA,NA
"6481","260","loss","Max Coga","Fair FC 1 - Fair Fighting Championship 1Feb / 08 / 2014","Submission (Rear-Naked Choke)N/A",2,"4:55",NA,NA,NA,NA
"6482","260","win","Vugar Bakhshiev","RNC - Martial Arts GalaNov / 30 / 2013","KO (Head Kick and Punches)Ralph Fischer",1,"0:00",NA,NA,NA,NA
"6483","260","win","Arthur Grass","GMC 4 - Next LevelJul / 06 / 2013","TKO (Cut)Michael Wachter",1,"3:49",NA,NA,NA,NA
"6484","260","win","Tobias Huber","GMC 3 - Cage TimeFeb / 16 / 2013","Submission (Rear-Naked Choke)Patrick Drees",2,"1:30",NA,NA,NA,NA
"6485","260","loss","Max Coga","KK 7 - Cage FightNov / 17 / 2012","Submission (Armbar)N/A",2,"4:20",NA,NA,NA,NA
"6486","260","win","Vladimir Dammer","SFC 11 - Tournament 2012 Part IVSep / 15 / 2012","Submission (Rear-Naked Choke)Kurt Braun",1,"4:42",NA,NA,NA,NA
"6487","260","win","Rostislav Zatuchnyy","SFC 10 - Tournament 2012 Part 3Jun / 02 / 2012","TKO (Punches)Kurt Braun",1,"4:30",NA,NA,NA,NA
"6488","260","win","Rasim Lemberanskij","SFC 8 - Tournament 2012 Part IFeb / 04 / 2012","Decision (Split)Kurt Braun",3,"5:00",NA,NA,NA,NA
"6489","260","loss","Soufian Haj Haddou","OC - Cage Fight Night 11Dec / 17 / 2011","Submission (Rear-Naked Choke)N/A",2,"3:10",NA,NA,NA,NA
"6490","261","win","Egor Golubtsov","ACA 115 - Absolute Championship AkhmatDec / 13 / 2020","DecisionN/A",3,"5:00",NA,NA,NA,NA
"6491","261","loss","Artem Reznikov","ACA 111 - Absolute Championship AkhmatSep / 19 / 2020","DecisionN/A",3,"5:00",NA,NA,NA,NA
"6492","261","win","Raimundo Batista","ACA 103 - Yagshimuradov vs. ButorinDec / 14 / 2019","TKO (Doctor Stoppage)N/A",1,"0:00",NA,NA,NA,NA
"6493","261","win","Joao Luiz Nogueira","ACA 97 - KrasnodarAug / 31 / 2019","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6494","261","win","Andre Winner","ACB 90 - MoscowNov / 10 / 2018","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"6495","261","win","Marat Balaev","ACB 86 - Balaev vs. Raisov 2May / 05 / 2018","Submission (Rear-Naked Choke)Herb Dean",1,"2:49",NA,NA,NA,NA
"6496","261","win","Alexander Peduson","ACB 77 - Abdulvakhabov vs. VartanyanDec / 23 / 2017","Submission (Rear-Naked Choke)John McCarthy",2,"4:23",NA,NA,NA,NA
"6497","261","win","Luis Palomino","ACB 67 - Cooper vs. BerkhamovAug / 19 / 2017","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"6498","261","win","Valdines Silva","ACB 55 - TajikistanMar / 24 / 2017","Submission (Arm-Triangle Choke)Viktor Korneev",1,"2:29",NA,NA,NA,NA
"6499","261","loss","Marat Balaev","ACB 50 - StormbringerDec / 18 / 2016","Decision (Unanimous)Marc Goddard",5,"5:00",NA,NA,NA,NA
"6500","261","win","Carlos Alexandre da Costa","ACB 40 - BattlegroundJun / 03 / 2016","Submission (Rear-Naked Choke)Alexander Sidorin",3,"3:49",NA,NA,NA,NA
"6501","261","win","Sebastian Romanowski","ACB 29 - PolandFeb / 06 / 2016","Decision (Unanimous)Lukasz Bosacki",3,"5:00",NA,NA,NA,NA
"6502","261","win","Giorgos Paschalidis","ACB 24 - Grand Prix Berkut 2015 FinalOct / 24 / 2015","Submission (Punches)Alexander Sidorin",1,"1:11",NA,NA,NA,NA
"6503","261","win","Sergei Semizhon","ACB 20 - SochiJun / 14 / 2015","Submission (Rear-Naked Choke)Vyacheslav Kiselev",2,"3:03",NA,NA,NA,NA
"6504","261","win","Vladimir Egoyan","ProFC 57 - New EraMar / 29 / 2015","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6505","261","win","Mikhail Kuznetsov","M-1 Global / Absolute Championship Berkut - M-1 Challenge 54 / ACB 12Dec / 17 / 2014","Submission (Rear-Naked Choke)N/A",1,"1:48",NA,NA,NA,NA
"6506","261","win","Beslan Zhamurzov","Absolute Championship Berkut - Grand Prix Berkut 9Jun / 22 / 2014","KO (Spinning Back Kick)Alexander Sidorin",1,"2:02",NA,NA,NA,NA
"6507","261","win","Zhalgasuly Zhumageldy","M-1 Challenge 48 - Battle of NomadsMay / 24 / 2014","Submission (Triangle Choke)Lukasz Bosacki",2,"0:50",NA,NA,NA,NA
"6508","261","win","Vyacheslav Gagiev","Absolute Championship Berkut  - Grand Prix Berkut 1Mar / 02 / 2014","Decision (Split)Ashot Ashughyan",3,"5:00",NA,NA,NA,NA
"6509","262","loss","Piotr Niedzielski","Babilon MMA 12 - Pawlak vs. BleszynskiFeb / 07 / 2020","Submission (Guillotine Choke)Lukasz Bosacki",1,"3:53",NA,NA,NA,NA
"6510","262","win","Amauricio Galvao Pinheiro","SJSF - Sao Jose Super Fight 2019Jul / 13 / 2019","Unanimous DecisionIgor Soares",3,"5:00",NA,NA,NA,NA
"6511","262","loss","Gleristone Santos","Future FC 4 - Turman vs. LyotoApr / 19 / 2019","TKO (Body Kick)Harry de Oliveira Santos",1,"1:47",NA,NA,NA,NA
"6512","262","win","Jocildo Oliveira","MF Fighters - MF Fighters 1Nov / 10 / 2018","Submission (Heel Hook)Gerson Indio",2,"2:17",NA,NA,NA,NA
"6513","262","win","Igor Soares","Sao Jose Super Fight Qualifying - SJSFApr / 21 / 2018","Decision (Unanimous)Heron Garcia",3,"5:00",NA,NA,NA,NA
"6514","262","loss","Islam Isaev","ACB 69 - Young Eagles 22Sep / 09 / 2017","KO (Punch)Lukasz Bosacki",2,"1:39",NA,NA,NA,NA
"6515","262","loss","Luis Palomino","ACB 61 - Balaev vs. BataevMay / 20 / 2017","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"6516","262","win","Jose Luiz Domingues da Silva","AFC - Aspera Fighting Championship 48Nov / 19 / 2016","TKO (Punches)N/A",1,"3:40",NA,NA,NA,NA
"6517","262","win","Uilian Alves","Smash - Smash Fight 4Oct / 28 / 2016","Decision (Unanimous)Charyana Gamballe Correia",3,"5:00",NA,NA,NA,NA
"6518","262","win","Richard Avila","Floripa Fight Championship - The Big ChallengeJun / 04 / 2016","Decision (Split)Roberto Piazza",3,"5:00",NA,NA,NA,NA
"6519","262","win","Joel dos Santos","KOC - K.O. Combate 3May / 21 / 2016","TKO (Doctor Stoppage)Heron Garcia",1,"2:35",NA,NA,NA,NA
"6520","262","loss","Michel Silva","NCF - Nitrix Champion Fight 23May / 09 / 2015","Decision (Unanimous)Wernei Cardoso",3,"5:00",NA,NA,NA,NA
"6521","262","win","Marcos Rodrigues","NCF - Nitrix Champion Fight 21Jun / 01 / 2014","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6522","262","win","Geraldo Guimaraes Jr.","NCF - Nitrix Champion Fight 20Apr / 12 / 2014","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6523","262","win","Angel Coto","TC - Tavares Combat 9Dec / 14 / 2013","KO (Punches)N/A",1,"0:54",NA,NA,NA,NA
"6524","262","win","Julio Cesar Cascaes","FF - Floripa Fight 9Oct / 12 / 2013","TKO (Punches)Isaky Coelho",1,"N/A",NA,NA,NA,NA
"6525","262","win","Joni Bran","AF - Arena ForceAug / 24 / 2013","TKO (Punches)N/A",0,"0:00",NA,NA,NA,NA
"6526","262","loss","Francisco Cylderlan Lima da Silva","IMMAF - Imbituba MMA Fight 2013Jul / 13 / 2013","Submission (Rear-Naked Choke)Mestre Baioneta",3,"3:27",NA,NA,NA,NA
"6527","262","loss","Natan Schulte","Blufight MMA - Blufight 4Apr / 07 / 2013","TKO (Punches)Pedro Paulo de Jesus",3,"3:55",NA,NA,NA,NA
"6528","262","win","Victor Simon Cardoso","Mega Fight - PalhocaNov / 10 / 2012","Submission (Guillotine Choke)N/A",1,"0:48",NA,NA,NA,NA
"6529","262","win","Lucas Santana","BTF - Black Trunk Fight 4Sep / 15 / 2012","TKO (Leg Kicks)N/A",1,"0:00",NA,NA,NA,NA
"6530","262","win","Jean Marcos Baiak Narciso","IMMAF - Imbituba MMA Fight 2012Jun / 23 / 2012","KO (Punch)Heron Garcia",1,"1:04",NA,NA,NA,NA
"6531","262","win","Wagner Pitbull","BTF - Black Trunk Fight 3Nov / 26 / 2011","TKO (Punches)N/A",1,"2:12",NA,NA,NA,NA
"6532","263","loss","Zharabek Teshebaev","ACA 102 - AlmatyNov / 29 / 2019","TKO (Punches)N/A",2,"4:04",NA,NA,NA,NA
"6533","263","loss","Marcin Held","ACB 90 - MoscowNov / 10 / 2018","Submission (Heel Hook)Herb Dean",1,"2:09",NA,NA,NA,NA
"6534","263","win","Efrain Escudero","ACB 74 - Agujev vs. TownsendNov / 18 / 2017","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"6535","263","loss","Luis Palomino","ACB 51 - Silva vs. TorgesonJan / 13 / 2017","TKO (Punches)Herb Dean",2,"3:35",NA,NA,NA,NA
"6536","263","win","Bruce Boyington","ACB 43 - Battle of the SuraAug / 20 / 2016","Decision (Unanimous)Viktor Korneev",3,"5:00",NA,NA,NA,NA
"6537","263","win","Leandro Rodrigues Pontes","ACB 29 - PolandFeb / 06 / 2016","TKO (Submission to Punches)Piotr Michalak",3,"0:51",NA,NA,NA,NA
"6538","263","loss","Jason Knight","Titan FC 35 - Healy vs. HawnSep / 19 / 2015","Submission (Triangle Choke)Mike Nicholson",2,"3:06",NA,NA,NA,NA
"6539","263","win","Eric Reynolds","ACB 10 - Coliseum TimeOct / 04 / 2014","KO (Punch)N/A",1,"3:54",NA,NA,NA,NA
"6540","263","win","Vladimir Nikolaev","M-1 Global - M-1 Challenge 45Feb / 28 / 2014","TKO (Punches)Vyacheslav Kiselev",2,"4:12",NA,NA,NA,NA
"6541","263","win","Niko Puhakka","M-1 Challenge 37 - Khamanaev vs. PuhakkaFeb / 27 / 2013","Decision (Unanimous)Marco Broersen",5,"5:00",NA,NA,NA,NA
"6542","263","win","Daniel Weichel","M-1 Global - Fedor vs. RizzoJun / 21 / 2012","Submission (Heel Hook)Keith Peterson",1,"1:48",NA,NA,NA,NA
"6543","263","win","Artem Damkovsky","M-1 Challenge 32 - Garner vs. MalikovMay / 16 / 2012","Decision (Unanimous)Marco Broersen",3,"5:00",NA,NA,NA,NA
"6544","263","win","Tahar Hadbi","OFC 3 - Combat MMA in the CageNov / 26 / 2011","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6545","263","win","Cengiz Dana","SFC 5 - Germany vs. RussiaJun / 12 / 2011","Submission (Rear-Naked Choke)Kurt Braun",1,"1:46",NA,NA,NA,NA
"6546","263","loss","Charles-Henri Tchoungui","100% Fight - 100 Percent Fight 5May / 28 / 2011","Decision (Split)Loic Pora",2,"5:00",NA,NA,NA,NA
"6547","263","win","Refki Guerrida","OFC 2 - Combat MMA in the CageApr / 23 / 2011","TKO (Punches)N/A",1,"0:00",NA,NA,NA,NA
"6548","263","win","Patrick Moltado","PFC 3 - Pancrase Fighting Championship 3Apr / 02 / 2011","KO (Punch)N/A",1,"0:35",NA,NA,NA,NA
"6549","263","win","Vincent del Guerra","PFC - Challengers 3Dec / 04 / 2010","Submission (Heel Hook)Adrien Caillol",1,"0:00",NA,NA,NA,NA
"6550","263","win","Edvin Ramdedovic","OFC - Octagon Fighting ClubSep / 25 / 2010","TKO (Punches)N/A",1,"1:44",NA,NA,NA,NA
"6551","263","loss","David Bielkheden","M-1 Selection 2010 - Western Europe Round 3May / 29 / 2010","TKO (Punches)Jarno Nurminen",2,"1:57",NA,NA,NA,NA
"6552","263","loss","Bogdan Cristea","M-1 Challenge 9 - RussiaNov / 21 / 2008","Submission (Triangle Choke)Viktor Korniev",1,"1:21",NA,NA,NA,NA
"6553","263","win","Valery Varankin","KSF - Kstovo Sambo FederationNov / 06 / 2008","N/AN/A",1,"0:00",NA,NA,NA,NA
"6554","263","win","Wim Deputter","M-1 Challenge 7 - UKSep / 27 / 2008","Decision (Majority)Mika Sinkkonen",2,"5:00",NA,NA,NA,NA
"6555","263","win","David Dzegeniray","FFR - Battle for the MoonJul / 07 / 2008","Submission (Rear-Naked Choke)N/A",1,"3:39",NA,NA,NA,NA
"6556","263","win","Donatas Bernotavicius","Shooto - RussiaMar / 29 / 2008","TKO (Punches)N/A",1,"1:20",NA,NA,NA,NA
"6557","264","loss","Andre Fili","UFC Fight Night 155 - De Randamie vs. LaddJul / 13 / 2019","KO (Punches)Jason Herzog",1,"3:07",NA,NA,NA,NA
"6558","264","loss","Sodiq Yusuff","UFC on ESPN 2 - Barboza vs. GaethjeMar / 30 / 2019","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"6559","264","win","Julio Arce","UFC 230 - Cormier vs. LewisNov / 03 / 2018","Decision (Split)Yves Lavigne",3,"5:00",NA,NA,NA,NA
"6560","264","win","Matt Sayles","UFC 227 - Dillashaw vs. Garbrandt 2Aug / 04 / 2018","Decision (Unanimous)Blake Grice",3,"5:00",NA,NA,NA,NA
"6561","264","loss","Zabit Magomedsharipov","UFC Fight Night 122 - Bisping vs. GastelumNov / 25 / 2017","Submission (Anaconda Choke)Marc Goddard",3,"4:30",NA,NA,NA,NA
"6562","264","win","Luis Palomino","WSOF 31 - Ivanov vs. CopelandJun / 17 / 2016","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"6563","264","win","Robbie Peralta","WSOF 26 - Palmer vs. AlmeidaDec / 18 / 2015","TKO (Punches)Kim Winslow",2,"3:21",NA,NA,NA,NA
"6564","264","loss","Marlon Moraes","WSOF 22 - Palhares vs. ShieldsAug / 01 / 2015","Submission (Rear-Naked Choke)Mark Smith",3,"3:46",NA,NA,NA,NA
"6565","264","win","Gabriel Solorio","WSOF 16 - Palhares vs. FitchDec / 13 / 2014","Decision (Split)Edward Collantes",3,"5:00",NA,NA,NA,NA
"6566","264","win","Felipe Alves","NCF - Nitrix Champion Fight 20Apr / 12 / 2014","KO (Elbow)N/A",1,"0:20",NA,NA,NA,NA
"6567","264","win","Eliel dos Santos e Santos","Team Nogueira - MMA Circuit 1Dec / 22 / 2012","Decision (Split)Luiz Kabelinho",3,"5:00",NA,NA,NA,NA
"6568","264","win","Pedro Nobre","Bitetti Combat 12 - Oswaldo PaquetaSep / 08 / 2012","TKO (Punches)Alessandro Souza",2,"4:16",NA,NA,NA,NA
"6569","264","win","Pedro Arruda","Bitetti Combat 12 - Oswaldo PaquetaSep / 08 / 2012","TKO (Punch & Knees to the Body)Alessandro Souza",1,"2:33",NA,NA,NA,NA
"6570","264","win","Jefferson Silva dos Santos","MKC - Mortal Kombat Championship 1Apr / 20 / 2012","TKO (Elbows)Flavio Almendra",2,"2:48",NA,NA,NA,NA
"6571","264","win","Richard Medeiros","MF - Max Fight 11Mar / 17 / 2012","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6572","265","loss","Matthew Semelsberger","AOW 17 - Art of War Cage Fighting 17: All Star Weekend Day 2Feb / 08 / 2020","KO (Punch)Bill Bookwalter",1,"2:14",NA,NA,NA,NA
"6573","265","win","Paul Sims","Maverick MMA 9 - Patishnock vs. SimsSep / 22 / 2018","Submission (Guillotine Choke)N/A",2,"1:18",NA,NA,NA,NA
"6574","265","loss","Joseph Lowry","CFFC 68 - Cage Fury Fighting Championships 68Oct / 21 / 2017","KO (Punch)N/A",1,"1:53",NA,NA,NA,NA
"6575","265","win","Mike Wilkins","CFFC 66 - Webb vs. WilsonAug / 05 / 2017","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"6576","265","loss","Djamil Chan","Bellator 153 - Koreshkov vs. HendersonApr / 22 / 2016","KO (Punch)Todd Anderson",1,"3:09",NA,NA,NA,NA
"6577","265","loss","Luis Palomino","WSOF 25 - 8-Man Lightweight TournamentNov / 20 / 2015","TKO (Punches)Chris Tognoni",1,"4:55",NA,NA,NA,NA
"6578","265","loss","Justin Gaethje","WSOF 8 - Gaethje vs. PatishnockJan / 18 / 2014","TKO (Punches and Elbows)Troy Waugh",1,"1:09",NA,NA,NA,NA
"6579","265","win","Gregor Gracie","WSOF 5 - Arlovski vs. KyleSep / 14 / 2013","Decision (Unanimous)Gasper Oliver",3,"5:00",NA,NA,NA,NA
"6580","265","win","Igor Gracie","WSOF 2 - Arlovski vs. JohnsonMar / 23 / 2013","TKO (Doctor Stoppage)Keith Peterson",1,"5:00",NA,NA,NA,NA
"6581","265","loss","Tenyeh Dixon","Xtreme Caged Combat - RelentlessApr / 21 / 2012","KO (Punches)N/A",1,"1:11",NA,NA,NA,NA
"6582","265","win","Juan Vazquez","Xtreme Caged Combat - UnleashedOct / 22 / 2011","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"6583","265","win","Stephen Govan","AMMAFL 3 - Fight NightSep / 30 / 2011","Decision (Unanimous)Gasper Oliver",3,"5:00",NA,NA,NA,NA
"6584","265","win","Diego Peclat","MASS - InaugurationJul / 16 / 2011","Decision (Split)Keith Peterson",3,"5:00",NA,NA,NA,NA
"6585","265","win","Adrien Yarboro","Xtreme Caged Combat - Primal FuryApr / 01 / 2011","Submission (Rear-Naked Choke)N/A",1,"2:12",NA,NA,NA,NA
"6586","266",NA,NA,"Titan FC 67
                                        
                                        
                                            
                                                February 12, 2021 / InterContinental Hotel Miami, Miami, Florida, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Lewis Gonzalez
                                                    11 - 3 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Dilano Taylor
                                                    4 - 1 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA,NA,NA,"Titan FC 67
                                        
                                        
                                            
                                                February 12, 2021 / InterContinental Hotel Miami, Miami, Florida, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Lewis Gonzalez
                                                    11 - 3 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Dilano Taylor
                                                    4 - 1 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","Titan FC 67
                                        
                                        
                                            
                                                February 12, 2021 / InterContinental Hotel Miami, Miami, Florida, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Lewis Gonzalez
                                                    11 - 3 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Dilano Taylor
                                                    4 - 1 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","Titan FC 67
                                        
                                        
                                            
                                                February 12, 2021 / InterContinental Hotel Miami, Miami, Florida, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Lewis Gonzalez
                                                    11 - 3 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Dilano Taylor
                                                    4 - 1 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA
